"","x"
"541",7310.50100936336
"542",6952.39469134883
"543",6592.79110843588
"544",7205.75814839936
"545",7724.61590744708
"546",8182.17721655707
"547",7665.31228329997
"548",7551.75708904801
"549",7570.38589815121
"550",7757.72676735205
"551",7153.54049608152
"552",8001.86139402677
"553",8197.9872771958
"554",8231.16731491449
"555",7636.77868299535
"556",6394.5021808937
"557",6601.16627556975
"558",7287.78466755811
"559",7466.43258750797
"560",7214.41787868664
"561",6643.78252033028
"562",6993.73991957168
"563",7353.68206413993
"564",7967.71768891024
"565",7777.23096099354
"566",7631.08088048449
"567",6199.6398088293
"568",5141.3468717974
"569",6114.10153423741
"570",7254.67452982859
"571",7229.75473294124
"572",7477.89871015106
"573",7376.19080008183
"574",7795.13544538868
"575",7575.62551622556
"576",6953.22316505016
"577",7187.13896952486
"578",7098.94262105206
"579",7234.73849775969
"580",7530.53212228392
"581",6864.6029367961
"582",7485.30083484488
"583",6837.16220077716
"584",6727.68390439723
"585",6689.23072601052
"586",6875.95606681749
"587",7521.29164832537
"588",6475.10660742954
"589",6360.38083911928
"590",7016.81309730389
"591",7262.10714614037
"592",7137.36118760952
"593",7166.14628936042
"594",7467.24212112204
"595",7284.32217054991
"596",7093.63442946982
"597",5979.68080750092
"598",6040.34838648863
"599",6984.59982825948
"600",7149.66568173372
"601",7369.95825573663
"602",6916.0744974588
"603",6127.0935275159
"604",5586.62166497483
"605",7004.67206136608
"606",7159.18588149794
"607",7261.63937887946
"608",7489.98853305951
"609",7634.02015303809
"610",6960.84425286739
"611",6208.11173304218
"612",6225.27801160745
"613",6860.59456232424
"614",7116.8550238694
"615",6411.57888866687
"616",7122.6320425295
"617",5898.60544770765
"618",6238.39467885112
"619",6249.68584012018
"620",6679.62629882117
"621",6704.41815220348
"622",6901.43613201094
"623",6989.36684325118
"624",6621.52012003317
"625",6390.04918660562
"626",5661.72256358742
"627",5305.99255830529
"628",6297.79427699637
"629",6491.24982009198
"630",6691.97712351288
"631",6604.35767912362
"632",6423.88487481737
"633",6708.86643414223
"634",6654.27180009252
"635",7082.09162273125
"636",6830.44379231283
"637",6664.96144011877
"638",6809.1635237819
"639",6511.59850051904
"640",6067.89436985233
"641",5635.47829376339
"642",6826.81378240307
"643",6839.42974989085
"644",7415.70714906727
"645",6610.10448355557
"646",5149.71872256081
"647",4404.11188205274
"648",5392.98793416318
"649",6554.4656084565
"650",6393.18435221524
"651",6266.03798377025
"652",6243.84437180914
"653",6036.54828397537
"654",5717.48449357954
"655",6335.60056664157
"656",6401.84583403769
"657",5839.71022048781
"658",6282.71495290739
"659",6707.48881717493
"660",6144.82283672687
"661",6605.50299394259
"662",6861.45687878508
"663",7212.44763371059
"664",6186.95606675952
"665",6205.86407856474
"666",5901.22141326459
"667",5372.58450718449
"668",4153.55470474048
"669",4606.24196673958
"670",5150.06663793927
"671",5329.14520072513
"672",5739.20957092333
"673",5035.84117436174
"674",5332.35981286523
"675",5386.01612608366
"676",5335.44672636449
"677",4572.20419275465
"678",5645.39093375447
"679",5881.88071615901
"680",6249.17994814946
"681",5826.24434902443
"682",5507.53140284581
"683",4543.20785736326
"684",5396.66316692279
"685",5071.77134127229
"686",5918.51229289731
"687",5716.53829579298
"688",5139.81964608165
"689",4973.20733781805
"690",5318.25342350971
"691",5904.96922774636
"692",5413.38762822238
"693",6052.03303396465
"694",5130.72148537279
"695",5051.76934093736
"696",5780.41082399476
"697",4407.86955716902
"698",5453.9232790756
"699",5623.69187906659
"700",5827.70722799726
"701",4965.59422987453
"702",4642.85461109907
"703",6143.32821273748
"704",6140.77881473335
"705",5893.59528007
"706",5355.9187374011
"707",5006.67653427629
"708",5191.41533342851
"709",4668.67878541965
"710",5028.05620118846
"711",4735.23389076896
"712",4897.65571619273
"713",5588.07500088269
"714",5529.95549359951
"715",5748.35566113372
"716",4763.39813278451
"717",5051.38652434942
"718",5754.59366600405
"719",5547.38557353752
"720",5078.83011660833
"721",3080.1233429364
"722",3892.47651613849
"723",3442.90504504814
"724",2811.95639284355
"725",2375.86201304434
"726",1781.71511262418
"727",2599.91086376956
"728",3203.73641080138
"729",3061.33383473925
"730",2992.21054001553
"731",2754.68682352946
